# x, F, dF, ddF, Fline, m, f, df, ddf, fline
8.3992,-2.2040,-1.0000,0.0000,-9.7984,10.4990,-2.2040,-0.8000,0.0000,-9.7984
8.4042,-2.2090,-1.0000,0.0000,-9.8084,10.5053,-2.2090,-0.8000,0.0000,-9.8084
8.4092,-2.2140,-1.0000,0.0000,-9.8184,10.5115,-2.2140,-0.8000,0.0000,-9.8184
8.4142,-2.2191,-1.0000,0.0000,-9.8284,10.5178,-2.2191,-0.8000,0.0000,-9.8284
8.4192,-2.2241,-1.0000,0.0000,-9.8384,10.5240,-2.2241,-0.8000,0.0000,-9.8384
8.4242,-2.2291,-1.0000,0.0000,-9.8484,10.5303,-2.2291,-0.8000,0.0000,-9.8484
8.4292,-2.2341,-1.0000,0.0000,-9.8584,10.5365,-2.2341,-0.8000,0.0000,-9.8584
8.4342,-2.2391,-1.0000,0.0000,-9.8684,10.5428,-2.2391,-0.8000,0.0000,-9.8684
8.4392,-2.2441,-1.0000,0.0000,-9.8784,10.5490,-2.2441,-0.8000,0.0000,-9.8784
8.4442,-2.2491,-1.0000,0.0000,-9.8884,10.5553,-2.2491,-0.8000,0.0000,-9.8884
8.4492,-2.2541,-1.0000,0.0000,-9.8984,10.5615,-2.2541,-0.8000,0.0000,-9.8984
8.4542,-2.2591,-1.0000,0.0000,-9.9085,10.5678,-2.2591,-0.8000,0.0000,-9.9085
8.4592,-2.2641,-1.0000,0.0000,-9.9185,10.5740,-2.2641,-0.8000,0.0000,-9.9185
8.4642,-2.2691,-1.0000,0.0000,-9.9285,10.5803,-2.2691,-0.8000,0.0000,-9.9285
8.4692,-2.2741,-1.0000,0.0000,-9.9385,10.5865,-2.2741,-0.8000,0.0000,-9.9385
8.4742,-2.2791,-1.0000,0.0000,-9.9485,10.5928,-2.2791,-0.8000,0.0000,-9.9485
8.4792,-2.2841,-1.0000,0.0000,-9.9585,10.5990,-2.2841,-0.8000,0.0000,-9.9585
8.4842,-2.2891,-1.0000,0.0000,-9.9685,10.6053,-2.2891,-0.8000,0.0000,-9.9685
8.4892,-2.2941,-1.0000,0.0000,-9.9785,10.6116,-2.2941,-0.8000,0.0000,-9.9785
8.4942,-2.2991,-1.0000,0.0000,-9.9885,10.6178,-2.2991,-0.8000,0.0000,-9.9885
8.4992,-2.3041,-1.0000,0.0000,-9.9985,10.6241,-2.3041,-0.8000,0.0000,-9.9985
8.5043,-2.3091,-1.0000,0.0000,-10.0085,10.6303,-2.3091,-0.8000,0.0000,-10.0085
8.5093,-2.3141,-1.0000,0.0000,-10.0185,10.6366,-2.3141,-0.8000,0.0000,-10.0185
8.5143,-2.3191,-1.0000,0.0000,-10.0285,10.6428,-2.3191,-0.8000,0.0000,-10.0285
8.5193,-2.3241,-1.0000,0.0000,-10.0385,10.6491,-2.3241,-0.8000,0.0000,-10.0385
8.5243,-2.3291,-1.0000,0.0000,-10.0485,10.6553,-2.3291,-0.8000,0.0000,-10.0485
8.5293,-2.3341,-1.0000,0.0000,-10.0585,10.6616,-2.3341,-0.8000,0.0000,-10.0585
8.5343,-2.3391,-1.0000,0.0000,-10.0685,10.6678,-2.3391,-0.8000,0.0000,-10.0685
8.5393,-2.3441,-1.0000,0.0000,-10.0785,10.6741,-2.3441,-0.8000,0.0000,-10.0785
8.5443,-2.3491,-1.0000,0.0000,-10.0885,10.6803,-2.3491,-0.8000,0.0000,-10.0885
8.5493,-2.3541,-1.0000,0.0000,-10.0985,10.6866,-2.3541,-0.8000,0.0000,-10.0985
8.5543,-2.3591,-1.0000,0.0000,-10.1086,10.6928,-2.3591,-0.8000,0.0000,-10.1086
8.5593,-2.3641,-1.0000,0.0000,-10.1186,10.6991,-2.3641,-0.8000,0.0000,-10.1186
8.5643,-2.3691,-1.0000,0.0000,-10.1286,10.7054,-2.3691,-0.8000,0.0000,-10.1286
8.5693,-2.3741,-1.0000,0.0000,-10.1386,10.7116,-2.3741,-0.8000,0.0000,-10.1386
8.5743,-2.3791,-1.0000,0.0000,-10.1486,10.7179,-2.3791,-0.8000,0.0000,-10.1486
8.5793,-2.3841,-1.0000,0.0000,-10.1586,10.7241,-2.3841,-0.8000,0.0000,-10.1586
8.5843,-2.3891,-1.0000,0.0000,-10.1686,10.7304,-2.3891,-0.8000,0.0000,-10.1686
8.5893,-2.3941,-1.0000,0.0000,-10.1786,10.7366,-2.3941,-0.8000,0.0000,-10.1786
8.5943,-2.3991,-1.0000,0.0000,-10.1886,10.7429,-2.3991,-0.8000,0.0000,-10.1886
8.5993,-2.4041,-1.0000,0.0000,-10.1986,10.7491,-2.4041,-0.8000,0.0000,-10.1986
8.6043,-2.4091,-1.0000,0.0000,-10.2086,10.7554,-2.4091,-0.8000,0.0000,-10.2086
8.6093,-2.4141,-1.0000,0.0000,-10.2186,10.7616,-2.4141,-0.8000,0.0000,-10.2186
8.6143,-2.4192,-1.0000,0.0000,-10.2286,10.7679,-2.4192,-0.8000,0.0000,-10.2286
8.6193,-2.4242,-1.0000,0.0000,-10.2386,10.7741,-2.4242,-0.8000,0.0000,-10.2386
8.6243,-2.4292,-1.0000,0.0000,-10.2486,10.7804,-2.4292,-0.8000,0.0000,-10.2486
8.6293,-2.4342,-1.0000,0.0000,-10.2586,10.7866,-2.4342,-0.8000,0.0000,-10.2586
8.6343,-2.4392,-1.0000,0.0000,-10.2686,10.7929,-2.4392,-0.8000,0.0000,-10.2686
8.6393,-2.4442,-1.0000,0.0000,-10.2786,10.7991,-2.4442,-0.8000,0.0000,-10.2786
8.6443,-2.4492,-1.0000,0.0000,-10.2886,10.8054,-2.4492,-0.8000,0.0000,-10.2886
8.6493,-2.4542,-1.0000,0.0000,-10.2986,10.8117,-2.4542,-0.8000,0.0000,-10.2986
8.6543,-2.4592,-1.0000,0.0000,-10.3087,10.8179,-2.4592,-0.8000,0.0000,-10.3087
8.6593,-2.4642,-1.0000,0.0000,-10.3187,10.8242,-2.4642,-0.8000,0.0000,-10.3187
8.6643,-2.4692,-1.0000,0.0000,-10.3287,10.8304,-2.4692,-0.8000,0.0000,-10.3287
8.6693,-2.4742,-1.0000,0.0000,-10.3387,10.8367,-2.4742,-0.8000,0.0000,-10.3387
8.6743,-2.4792,-1.0000,0.0000,-10.3487,10.8429,-2.4792,-0.8000,0.0000,-10.3487
8.6793,-2.4842,-1.0000,0.0000,-10.3587,10.8492,-2.4842,-0.8000,0.0000,-10.3587
8.6843,-2.4892,-1.0000,0.0000,-10.3687,10.8554,-2.4892,-0.8000,0.0000,-10.3687
8.6893,-2.4942,-1.0000,0.0000,-10.3787,10.8617,-2.4942,-0.8000,0.0000,-10.3787
8.6943,-2.4992,-1.0000,0.0000,-10.3887,10.8679,-2.4992,-0.8000,0.0000,-10.3887
8.6993,-2.5042,-1.0000,0.0000,-10.3987,10.8742,-2.5042,-0.8000,0.0000,-10.3987
8.7044,-2.5092,-1.0000,0.0000,-10.4087,10.8804,-2.5092,-0.8000,0.0000,-10.4087
8.7094,-2.5142,-1.0000,0.0000,-10.4187,10.8867,-2.5142,-0.8000,0.0000,-10.4187
8.7144,-2.5192,-1.0000,0.0000,-10.4287,10.8929,-2.5192,-0.8000,0.0000,-10.4287
8.7194,-2.5242,-1.0000,0.0000,-10.4387,10.8992,-2.5242,-0.8000,0.0000,-10.4387
8.7244,-2.5292,-1.0000,0.0000,-10.4487,10.9055,-2.5292,-0.8000,0.0000,-10.4487
8.7294,-2.5342,-1.0000,0.0000,-10.4587,10.9117,-2.5342,-0.8000,0.0000,-10.4587
8.7344,-2.5392,-1.0000,0.0000,-10.4687,10.9180,-2.5392,-0.8000,0.0000,-10.4687
8.7394,-2.5442,-1.0000,0.0000,-10.4787,10.9242,-2.5442,-0.8000,0.0000,-10.4787
8.7444,-2.5492,-1.0000,0.0000,-10.4887,10.9305,-2.5492,-0.8000,0.0000,-10.4887
8.7494,-2.5542,-1.0000,0.0000,-10.4987,10.9367,-2.5542,-0.8000,0.0000,-10.4987
8.7544,-2.5592,-1.0000,0.0000,-10.5088,10.9430,-2.5592,-0.8000,0.0000,-10.5088
8.7594,-2.5642,-1.0000,0.0000,-10.5188,10.9492,-2.5642,-0.8000,0.0000,-10.5188
8.7644,-2.5692,-1.0000,0.0000,-10.5288,10.9555,-2.5692,-0.8000,0.0000,-10.5288
8.7694,-2.5742,-1.0000,0.0000,-10.5388,10.9617,-2.5742,-0.8000,0.0000,-10.5388
8.7744,-2.5792,-1.0000,0.0000,-10.5488,10.9680,-2.5792,-0.8000,0.0000,-10.5488
8.7794,-2.5842,-1.0000,0.0000,-10.5588,10.9742,-2.5842,-0.8000,0.0000,-10.5588
8.7844,-2.5892,-1.0000,0.0000,-10.5688,10.9805,-2.5892,-0.8000,0.0000,-10.5688
8.7894,-2.5942,-1.0000,0.0000,-10.5788,10.9867,-2.5942,-0.8000,0.0000,-10.5788
8.7944,-2.5992,-1.0000,0.0000,-10.5888,10.9930,-2.5992,-0.8000,0.0000,-10.5888
8.7994,-2.6042,-1.0000,0.0000,-10.5988,10.9992,-2.6042,-0.8000,0.0000,-10.5988
8.8044,-2.6092,-1.0000,0.0000,-10.6088,11.0055,-2.6092,-0.8000,0.0000,-10.6088
8.8094,-2.6142,-1.0000,0.0000,-10.6188,11.0118,-2.6142,-0.8000,0.0000,-10.6188
8.8144,-2.6193,-1.0000,0.0000,-10.6288,11.0180,-2.6193,-0.8000,0.0000,-10.6288
8.8194,-2.6243,-1.0000,0.0000,-10.6388,11.0243,-2.6243,-0.8000,0.0000,-10.6388
8.8244,-2.6293,-1.0000,0.0000,-10.6488,11.0305,-2.6293,-0.8000,0.0000,-10.6488
8.8294,-2.6343,-1.0000,0.0000,-10.6588,11.0368,-2.6343,-0.8000,0.0000,-10.6588
8.8344,-2.6393,-1.0000,0.0000,-10.6688,11.0430,-2.6393,-0.8000,0.0000,-10.6688
8.8394,-2.6443,-1.0000,0.0000,-10.6788,11.0493,-2.6443,-0.8000,0.0000,-10.6788
8.8444,-2.6493,-1.0000,0.0000,-10.6888,11.0555,-2.6493,-0.8000,0.0000,-10.6888
8.8494,-2.6543,-1.0000,0.0000,-10.6988,11.0618,-2.6543,-0.8000,0.0000,-10.6988
8.8544,-2.6593,-1.0000,0.0000,-10.7089,11.0680,-2.6593,-0.8000,0.0000,-10.7089
8.8594,-2.6643,-1.0000,0.0000,-10.7189,11.0743,-2.6643,-0.8000,0.0000,-10.7189
8.8644,-2.6693,-1.0000,0.0000,-10.7289,11.0805,-2.6693,-0.8000,0.0000,-10.7289
8.8694,-2.6743,-1.0000,0.0000,-10.7389,11.0868,-2.6743,-0.8000,0.0000,-10.7389
8.8744,-2.6793,-1.0000,0.0000,-10.7489,11.0930,-2.6793,-0.8000,0.0000,-10.7489
8.8794,-2.6843,-1.0000,0.0000,-10.7589,11.0993,-2.6843,-0.8000,0.0000,-10.7589
8.8844,-2.6893,-1.0000,0.0000,-10.7689,11.1056,-2.6893,-0.8000,0.0000,-10.7689
8.8894,-2.6943,-1.0000,0.0000,-10.7789,11.1118,-2.6943,-0.8000,0.0000,-10.7789
8.8944,-2.6993,-1.0000,0.0000,-10.7889,11.1181,-2.6993,-0.8000,0.0000,-10.7889
8.8994,-2.7043,-1.0000,0.0000,-10.7989,11.1243,-2.7043,-0.8000,0.0000,-10.7989
8.9045,-2.7093,-1.0000,0.0000,-10.8089,11.1306,-2.7093,-0.8000,0.0000,-10.8089
8.9095,-2.7143,-1.0000,0.0000,-10.8189,11.1368,-2.7143,-0.8000,0.0000,-10.8189
8.9145,-2.7193,-1.0000,0.0000,-10.8289,11.1431,-2.7193,-0.8000,0.0000,-10.8289
8.9195,-2.7243,-1.0000,0.0000,-10.8389,11.1493,-2.7243,-0.8000,0.0000,-10.8389
8.9245,-2.7293,-1.0000,0.0000,-10.8489,11.1556,-2.7293,-0.8000,0.0000,-10.8489
8.9295,-2.7343,-1.0000,0.0000,-10.8589,11.1618,-2.7343,-0.8000,0.0000,-10.8589
8.9345,-2.7393,-1.0000,0.0000,-10.8689,11.1681,-2.7393,-0.8000,0.0000,-10.8689
8.9395,-2.7443,-1.0000,0.0000,-10.8789,11.1743,-2.7443,-0.8000,0.0000,-10.8789
8.9445,-2.7493,-1.0000,0.0000,-10.8889,11.1806,-2.7493,-0.8000,0.0000,-10.8889
8.9495,-2.7543,-1.0000,0.0000,-10.8989,11.1868,-2.7543,-0.8000,0.0000,-10.8989
8.9545,-2.7593,-1.0000,0.0000,-10.9090,11.1931,-2.7593,-0.8000,0.0000,-10.9090
8.9595,-2.7643,-1.0000,0.0000,-10.9190,11.1993,-2.7643,-0.8000,0.0000,-10.9190
8.9645,-2.7693,-1.0000,0.0000,-10.9290,11.2056,-2.7693,-0.8000,0.0000,-10.9290
8.9695,-2.7743,-1.0000,0.0000,-10.9390,11.2119,-2.7743,-0.8000,0.0000,-10.9390
8.9745,-2.7793,-1.0000,0.0000,-10.9490,11.2181,-2.7793,-0.8000,0.0000,-10.9490
8.9795,-2.7843,-1.0000,0.0000,-10.9590,11.2244,-2.7843,-0.8000,0.0000,-10.9590
8.9845,-2.7893,-1.0000,0.0000,-10.9690,11.2306,-2.7893,-0.8000,0.0000,-10.9690
8.9895,-2.7943,-1.0000,0.0000,-10.9790,11.2369,-2.7943,-0.8000,0.0000,-10.9790
8.9945,-2.7993,-1.0000,0.0000,-10.9890,11.2431,-2.7993,-0.8000,0.0000,-10.9890
8.9995,-2.8043,-1.0000,0.0000,-10.9990,11.2494,-2.8043,-0.8000,0.0000,-10.9990
9.0045,-2.8093,-1.0000,0.0000,-11.0090,11.2556,-2.8093,-0.8000,0.0000,-11.0090
9.0095,-2.8143,-1.0000,0.0000,-11.0190,11.2619,-2.8143,-0.8000,0.0000,-11.0190
9.0145,-2.8194,-1.0000,0.0000,-11.0290,11.2681,-2.8194,-0.8000,0.0000,-11.0290
9.0195,-2.8244,-1.0000,0.0000,-11.0390,11.2744,-2.8244,-0.8000,0.0000,-11.0390
9.0245,-2.8294,-1.0000,0.0000,-11.0490,11.2806,-2.8294,-0.8000,0.0000,-11.0490
9.0295,-2.8344,-1.0000,0.0000,-11.0590,11.2869,-2.8344,-0.8000,0.0000,-11.0590
9.0345,-2.8394,-1.0000,0.0000,-11.0690,11.2931,-2.8394,-0.8000,0.0000,-11.0690
9.0395,-2.8444,-1.0000,0.0000,-11.0790,11.2994,-2.8444,-0.8000,0.0000,-11.0790
9.0445,-2.8494,-1.0000,0.0000,-11.0890,11.3057,-2.8494,-0.8000,0.0000,-11.0890
9.0495,-2.8544,-1.0000,0.0000,-11.0990,11.3119,-2.8544,-0.8000,0.0000,-11.0990
9.0545,-2.8594,-1.0000,0.0000,-11.1091,11.3182,-2.8594,-0.8000,0.0000,-11.1091
9.0595,-2.8644,-1.0000,0.0000,-11.1191,11.3244,-2.8644,-0.8000,0.0000,-11.1191
9.0645,-2.8694,-1.0000,0.0000,-11.1291,11.3307,-2.8694,-0.8000,0.0000,-11.1291
9.0695,-2.8744,-1.0000,0.0000,-11.1391,11.3369,-2.8744,-0.8000,0.0000,-11.1391
9.0745,-2.8794,-1.0000,0.0000,-11.1491,11.3432,-2.8794,-0.8000,0.0000,-11.1491
9.0795,-2.8844,-1.0000,0.0000,-11.1591,11.3494,-2.8844,-0.8000,0.0000,-11.1591
9.0845,-2.8894,-1.0000,0.0000,-11.1691,11.3557,-2.8894,-0.8000,0.0000,-11.1691
9.0895,-2.8944,-1.0000,0.0000,-11.1791,11.3619,-2.8944,-0.8000,0.0000,-11.1791
9.0945,-2.8994,-1.0000,0.0000,-11.1891,11.3682,-2.8994,-0.8000,0.0000,-11.1891
9.0995,-2.9044,-1.0000,0.0000,-11.1991,11.3744,-2.9044,-0.8000,0.0000,-11.1991
9.1046,-2.9094,-1.0000,0.0000,-11.2091,11.3807,-2.9094,-0.8000,0.0000,-11.2091
9.1096,-2.9144,-1.0000,0.0000,-11.2191,11.3869,-2.9144,-0.8000,0.0000,-11.2191
9.1146,-2.9194,-1.0000,0.0000,-11.2291,11.3932,-2.9194,-0.8000,0.0000,-11.2291
9.1196,-2.9244,-1.0000,0.0000,-11.2391,11.3994,-2.9244,-0.8000,0.0000,-11.2391
9.1246,-2.9294,-1.0000,0.0000,-11.2491,11.4057,-2.9294,-0.8000,0.0000,-11.2491
9.1296,-2.9344,-1.0000,0.0000,-11.2591,11.4120,-2.9344,-0.8000,0.0000,-11.2591
9.1346,-2.9394,-1.0000,0.0000,-11.2691,11.4182,-2.9394,-0.8000,0.0000,-11.2691
9.1396,-2.9444,-1.0000,0.0000,-11.2791,11.4245,-2.9444,-0.8000,0.0000,-11.2791
9.1446,-2.9494,-1.0000,0.0000,-11.2891,11.4307,-2.9494,-0.8000,0.0000,-11.2891
9.1496,-2.9544,-1.0000,0.0000,-11.2991,11.4370,-2.9544,-0.8000,0.0000,-11.2991
9.1546,-2.9594,-1.0000,0.0000,-11.3092,11.4432,-2.9594,-0.8000,0.0000,-11.3092
9.1596,-2.9644,-1.0000,0.0000,-11.3192,11.4495,-2.9644,-0.8000,0.0000,-11.3192
9.1646,-2.9694,-1.0000,0.0000,-11.3292,11.4557,-2.9694,-0.8000,0.0000,-11.3292
9.1696,-2.9744,-1.0000,0.0000,-11.3392,11.4620,-2.9744,-0.8000,0.0000,-11.3392
9.1746,-2.9794,-1.0000,0.0000,-11.3492,11.4682,-2.9794,-0.8000,0.0000,-11.3492
9.1796,-2.9844,-1.0000,0.0000,-11.3592,11.4745,-2.9844,-0.8000,0.0000,-11.3592
9.1846,-2.9894,-1.0000,0.0000,-11.3692,11.4807,-2.9894,-0.8000,0.0000,-11.3692
9.1896,-2.9944,-1.0000,0.0000,-11.3792,11.4870,-2.9944,-0.8000,0.0000,-11.3792
9.1946,-2.9994,-1.0000,0.0000,-11.3892,11.4932,-2.9994,-0.8000,0.0000,-11.3892
9.1996,-3.0044,-1.0000,0.0000,-11.3992,11.4995,-3.0044,-0.8000,0.0000,-11.3992
9.2046,-3.0094,-1.0000,0.0000,-11.4092,11.5058,-3.0094,-0.8000,0.0000,-11.4092
9.2096,-3.0144,-1.0000,0.0000,-11.4192,11.5120,-3.0144,-0.8000,0.0000,-11.4192
9.2146,-3.0195,-1.0000,0.0000,-11.4292,11.5183,-3.0195,-0.8000,0.0000,-11.4292
9.2196,-3.0245,-1.0000,0.0000,-11.4392,11.5245,-3.0245,-0.8000,0.0000,-11.4392
9.2246,-3.0295,-1.0000,0.0000,-11.4492,11.5308,-3.0295,-0.8000,0.0000,-11.4492
9.2296,-3.0345,-1.0000,0.0000,-11.4592,11.5370,-3.0345,-0.8000,0.0000,-11.4592
9.2346,-3.0395,-1.0000,0.0000,-11.4692,11.5433,-3.0395,-0.8000,0.0000,-11.4692
9.2396,-3.0445,-1.0000,0.0000,-11.4792,11.5495,-3.0445,-0.8000,0.0000,-11.4792
9.2446,-3.0495,-1.0000,0.0000,-11.4892,11.5558,-3.0495,-0.8000,0.0000,-11.4892
9.2496,-3.0545,-1.0000,0.0000,-11.4992,11.5620,-3.0545,-0.8000,0.0000,-11.4992
9.2546,-3.0595,-1.0000,0.0000,-11.5093,11.5683,-3.0595,-0.8000,0.0000,-11.5093
9.2596,-3.0645,-1.0000,0.0000,-11.5193,11.5745,-3.0645,-0.8000,0.0000,-11.5193
9.2646,-3.0695,-1.0000,0.0000,-11.5293,11.5808,-3.0695,-0.8000,0.0000,-11.5293
9.2696,-3.0745,-1.0000,0.0000,-11.5393,11.5870,-3.0745,-0.8000,0.0000,-11.5393
9.2746,-3.0795,-1.0000,0.0000,-11.5493,11.5933,-3.0795,-0.8000,0.0000,-11.5493
9.2796,-3.0845,-1.0000,0.0000,-11.5593,11.5995,-3.0845,-0.8000,0.0000,-11.5593
9.2846,-3.0895,-1.0000,0.0000,-11.5693,11.6058,-3.0895,-0.8000,0.0000,-11.5693
9.2896,-3.0945,-1.0000,0.0000,-11.5793,11.6121,-3.0945,-0.8000,0.0000,-11.5793
9.2946,-3.0995,-1.0000,0.0000,-11.5893,11.6183,-3.0995,-0.8000,0.0000,-11.5893
9.2996,-3.1045,-1.0000,0.0000,-11.5993,11.6246,-3.1045,-0.8000,0.0000,-11.5993
9.3047,-3.1095,-1.0000,0.0000,-11.6093,11.6308,-3.1095,-0.8000,0.0000,-11.6093
9.3097,-3.1145,-1.0000,0.0000,-11.6193,11.6371,-3.1145,-0.8000,0.0000,-11.6193
9.3147,-3.1195,-1.0000,0.0000,-11.6293,11.6433,-3.1195,-0.8000,0.0000,-11.6293
9.3197,-3.1245,-1.0000,0.0000,-11.6393,11.6496,-3.1245,-0.8000,0.0000,-11.6393
9.3247,-3.1295,-1.0000,0.0000,-11.6493,11.6558,-3.1295,-0.8000,0.0000,-11.6493
9.3297,-3.1345,-1.0000,0.0000,-11.6593,11.6621,-3.1345,-0.8000,0.0000,-11.6593
9.3347,-3.1395,-1.0000,0.0000,-11.6693,11.6683,-3.1395,-0.8000,0.0000,-11.6693
9.3397,-3.1445,-1.0000,0.0000,-11.6793,11.6746,-3.1445,-0.8000,0.0000,-11.6793
9.3447,-3.1495,-1.0000,0.0000,-11.6893,11.6808,-3.1495,-0.8000,0.0000,-11.6893
9.3497,-3.1545,-1.0000,0.0000,-11.6993,11.6871,-3.1545,-0.8000,0.0000,-11.6993
9.3547,-3.1595,-1.0000,0.0000,-11.7094,11.6933,-3.1595,-0.8000,0.0000,-11.7094
9.3597,-3.1645,-1.0000,0.0000,-11.7194,11.6996,-3.1645,-0.8000,0.0000,-11.7194
9.3647,-3.1695,-1.0000,0.0000,-11.7294,11.7059,-3.1695,-0.8000,0.0000,-11.7294
9.3697,-3.1745,-1.0000,0.0000,-11.7394,11.7121,-3.1745,-0.8000,0.0000,-11.7394
9.3747,-3.1795,-1.0000,0.0000,-11.7494,11.7184,-3.1795,-0.8000,0.0000,-11.7494
9.3797,-3.1845,-1.0000,0.0000,-11.7594,11.7246,-3.1845,-0.8000,0.0000,-11.7594
9.3847,-3.1895,-1.0000,0.0000,-11.7694,11.7309,-3.1895,-0.8000,0.0000,-11.7694
9.3897,-3.1945,-1.0000,0.0000,-11.7794,11.7371,-3.1945,-0.8000,0.0000,-11.7794
9.3947,-3.1995,-1.0000,0.0000,-11.7894,11.7434,-3.1995,-0.8000,0.0000,-11.7894
9.3997,-3.2045,-1.0000,0.0000,-11.7994,11.7496,-3.2045,-0.8000,0.0000,-11.7994
9.4047,-3.2095,-1.0000,0.0000,-11.8094,11.7559,-3.2095,-0.8000,0.0000,-11.8094
9.4097,-3.2145,-1.0000,0.0000,-11.8194,11.7621,-3.2145,-0.8000,0.0000,-11.8194
9.4147,-3.2196,-1.0000,0.0000,-11.8294,11.7684,-3.2196,-0.8000,0.0000,-11.8294
9.4197,-3.2246,-1.0000,0.0000,-11.8394,11.7746,-3.2246,-0.8000,0.0000,-11.8394
9.4247,-3.2296,-1.0000,0.0000,-11.8494,11.7809,-3.2296,-0.8000,0.0000,-11.8494
9.4297,-3.2346,-1.0000,0.0000,-11.8594,11.7871,-3.2346,-0.8000,0.0000,-11.8594
9.4347,-3.2396,-1.0000,0.0000,-11.8694,11.7934,-3.2396,-0.8000,0.0000,-11.8694
9.4397,-3.2446,-1.0000,0.0000,-11.8794,11.7996,-3.2446,-0.8000,0.0000,-11.8794
9.4447,-3.2496,-1.0000,0.0000,-11.8894,11.8059,-3.2496,-0.8000,0.0000,-11.8894
9.4497,-3.2546,-1.0000,0.0000,-11.8994,11.8122,-3.2546,-0.8000,0.0000,-11.8994
9.4547,-3.2596,-1.0000,0.0000,-11.9095,11.8184,-3.2596,-0.8000,0.0000,-11.9095
9.4597,-3.2646,-1.0000,0.0000,-11.9195,11.8247,-3.2646,-0.8000,0.0000,-11.9195
9.4647,-3.2696,-1.0000,0.0000,-11.9295,11.8309,-3.2696,-0.8000,0.0000,-11.9295
9.4697,-3.2746,-1.0000,0.0000,-11.9395,11.8372,-3.2746,-0.8000,0.0000,-11.9395
9.4747,-3.2796,-1.0000,0.0000,-11.9495,11.8434,-3.2796,-0.8000,0.0000,-11.9495
9.4797,-3.2846,-1.0000,0.0000,-11.9595,11.8497,-3.2846,-0.8000,0.0000,-11.9595
9.4847,-3.2896,-1.0000,0.0000,-11.9695,11.8559,-3.2896,-0.8000,0.0000,-11.9695
9.4897,-3.2946,-1.0000,0.0000,-11.9795,11.8622,-3.2946,-0.8000,0.0000,-11.9795
9.4947,-3.2996,-1.0000,0.0000,-11.9895,11.8684,-3.2996,-0.8000,0.0000,-11.9895
9.4997,-3.3046,-1.0000,0.0000,-11.9995,11.8747,-3.3046,-0.8000,0.0000,-11.9995
9.5048,-3.3096,-1.0000,0.0000,-12.0095,11.8809,-3.3096,-0.8000,0.0000,-12.0095
9.5098,-3.3146,-1.0000,0.0000,-12.0195,11.8872,-3.3146,-0.8000,0.0000,-12.0195
9.5148,-3.3196,-1.0000,0.0000,-12.0295,11.8934,-3.3196,-0.8000,0.0000,-12.0295
9.5198,-3.3246,-1.0000,0.0000,-12.0395,11.8997,-3.3246,-0.8000,0.0000,-12.0395
9.5248,-3.3296,-1.0000,0.0000,-12.0495,11.9060,-3.3296,-0.8000,0.0000,-12.0495
9.5298,-3.3346,-1.0000,0.0000,-12.0595,11.9122,-3.3346,-0.8000,0.0000,-12.0595
9.5348,-3.3396,-1.0000,0.0000,-12.0695,11.9185,-3.3396,-0.8000,0.0000,-12.0695
9.5398,-3.3446,-1.0000,0.0000,-12.0795,11.9247,-3.3446,-0.8000,0.0000,-12.0795
9.5448,-3.3496,-1.0000,0.0000,-12.0895,11.9310,-3.3496,-0.8000,0.0000,-12.0895
9.5498,-3.3546,-1.0000,0.0000,-12.0995,11.9372,-3.3546,-0.8000,0.0000,-12.0995
9.5548,-3.3596,-1.0000,0.0000,-12.1096,11.9435,-3.3596,-0.8000,0.0000,-12.1096
9.5598,-3.3646,-1.0000,0.0000,-12.1196,11.9497,-3.3646,-0.8000,0.0000,-12.1196
9.5648,-3.3696,-1.0000,0.0000,-12.1296,11.9560,-3.3696,-0.8000,0.0000,-12.1296
9.5698,-3.3746,-1.0000,0.0000,-12.1396,11.9622,-3.3746,-0.8000,0.0000,-12.1396
9.5748,-3.3796,-1.0000,0.0000,-12.1496,11.9685,-3.3796,-0.8000,0.0000,-12.1496
9.5798,-3.3846,-1.0000,0.0000,-12.1596,11.9747,-3.3846,-0.8000,0.0000,-12.1596
9.5848,-3.3896,-1.0000,0.0000,-12.1696,11.9810,-3.3896,-0.8000,0.0000,-12.1696
9.5898,-3.3946,-1.0000,0.0000,-12.1796,11.9872,-3.3946,-0.8000,0.0000,-12.1796
9.5948,-3.3996,-1.0000,0.0000,-12.1896,11.9935,-3.3996,-0.8000,0.0000,-12.1896
9.5998,-3.4046,-1.0000,0.0000,-12.1996,11.9997,-3.4046,-0.8000,0.0000,-12.1996
9.6048,-3.4096,-1.0000,0.0000,-12.2096,12.0060,-3.4096,-0.8000,0.0000,-12.2096
9.6098,-3.4146,-1.0000,0.0000,-12.2196,12.0123,-3.4146,-0.8000,0.0000,-12.2196
9.6148,-3.4197,-1.0000,0.0000,-12.2296,12.0185,-3.4197,-0.8000,0.0000,-12.2296
9.6198,-3.4247,-1.0000,0.0000,-12.2396,12.0248,-3.4247,-0.8000,0.0000,-12.2396
9.6248,-3.4297,-1.0000,0.0000,-12.2496,12.0310,-3.4297,-0.8000,0.0000,-12.2496
9.6298,-3.4347,-1.0000,0.0000,-12.2596,12.0373,-3.4347,-0.8000,0.0000,-12.2596
9.6348,-3.4397,-1.0000,0.0000,-12.2696,12.0435,-3.4397,-0.8000,0.0000,-12.2696
9.6398,-3.4447,-1.0000,0.0000,-12.2796,12.0498,-3.4447,-0.8000,0.0000,-12.2796
