# x, F, dF, ddF, Fline, m, f, df, ddf, fline
1.3307,4.8645,-1.0000,0.0000,4.3387,1.6633,4.8645,-0.8000,0.0000,4.3387
1.3357,4.8595,-1.0000,0.0000,4.3287,1.6696,4.8595,-0.8000,0.0000,4.3287
1.3407,4.8545,-1.0000,0.0000,4.3187,1.6758,4.8545,-0.8000,0.0000,4.3187
1.3457,4.8495,-1.0000,0.0000,4.3087,1.6821,4.8495,-0.8000,0.0000,4.3087
1.3507,4.8445,-1.0000,0.0000,4.2986,1.6883,4.8445,-0.8000,0.0000,4.2986
1.3557,4.8395,-1.0000,0.0000,4.2886,1.6946,4.8395,-0.8000,0.0000,4.2886
1.3607,4.8345,-1.0000,0.0000,4.2786,1.7009,4.8345,-0.8000,0.0000,4.2786
1.3657,4.8295,-1.0000,0.0000,4.2686,1.7071,4.8295,-0.8000,0.0000,4.2686
1.3707,4.8245,-1.0000,0.0000,4.2586,1.7134,4.8245,-0.8000,0.0000,4.2586
1.3757,4.8195,-1.0000,0.0000,4.2486,1.7196,4.8195,-0.8000,0.0000,4.2486
1.3807,4.8145,-1.0000,0.0000,4.2386,1.7259,4.8145,-0.8000,0.0000,4.2386
1.3857,4.8095,-1.0000,0.0000,4.2286,1.7321,4.8095,-0.8000,0.0000,4.2286
1.3907,4.8045,-1.0000,0.0000,4.2186,1.7384,4.8045,-0.8000,0.0000,4.2186
1.3957,4.7995,-1.0000,0.0000,4.2086,1.7446,4.7995,-0.8000,0.0000,4.2086
1.4007,4.7945,-1.0000,0.0000,4.1986,1.7509,4.7945,-0.8000,0.0000,4.1986
1.4057,4.7895,-1.0000,0.0000,4.1886,1.7571,4.7895,-0.8000,0.0000,4.1886
1.4107,4.7844,-1.0000,0.0000,4.1786,1.7634,4.7844,-0.8000,0.0000,4.1786
1.4157,4.7794,-1.0000,0.0000,4.1686,1.7696,4.7794,-0.8000,0.0000,4.1686
1.4207,4.7744,-1.0000,0.0000,4.1586,1.7759,4.7744,-0.8000,0.0000,4.1586
1.4257,4.7694,-1.0000,0.0000,4.1486,1.7821,4.7694,-0.8000,0.0000,4.1486
1.4307,4.7644,-1.0000,0.0000,4.1386,1.7884,4.7644,-0.8000,0.0000,4.1386
1.4357,4.7594,-1.0000,0.0000,4.1286,1.7946,4.7594,-0.8000,0.0000,4.1286
1.4407,4.7544,-1.0000,0.0000,4.1186,1.8009,4.7544,-0.8000,0.0000,4.1186
1.4457,4.7494,-1.0000,0.0000,4.1086,1.8072,4.7494,-0.8000,0.0000,4.1086
1.4507,4.7444,-1.0000,0.0000,4.0985,1.8134,4.7444,-0.8000,0.0000,4.0985
1.4557,4.7394,-1.0000,0.0000,4.0885,1.8197,4.7394,-0.8000,0.0000,4.0885
1.4607,4.7344,-1.0000,0.0000,4.0785,1.8259,4.7344,-0.8000,0.0000,4.0785
1.4657,4.7294,-1.0000,0.0000,4.0685,1.8322,4.7294,-0.8000,0.0000,4.0685
1.4707,4.7244,-1.0000,0.0000,4.0585,1.8384,4.7244,-0.8000,0.0000,4.0585
1.4757,4.7194,-1.0000,0.0000,4.0485,1.8447,4.7194,-0.8000,0.0000,4.0485
1.4807,4.7144,-1.0000,0.0000,4.0385,1.8509,4.7144,-0.8000,0.0000,4.0385
1.4857,4.7094,-1.0000,0.0000,4.0285,1.8572,4.7094,-0.8000,0.0000,4.0285
1.4907,4.7044,-1.0000,0.0000,4.0185,1.8634,4.7044,-0.8000,0.0000,4.0185
1.4957,4.6994,-1.0000,0.0000,4.0085,1.8697,4.6994,-0.8000,0.0000,4.0085
1.5008,4.6944,-1.0000,0.0000,3.9985,1.8759,4.6944,-0.8000,0.0000,3.9985
1.5058,4.6894,-1.0000,0.0000,3.9885,1.8822,4.6894,-0.8000,0.0000,3.9885
1.5108,4.6844,-1.0000,0.0000,3.9785,1.8884,4.6844,-0.8000,0.0000,3.9785
1.5158,4.6794,-1.0000,0.0000,3.9685,1.8947,4.6794,-0.8000,0.0000,3.9685
1.5208,4.6744,-1.0000,0.0000,3.9585,1.9010,4.6744,-0.8000,0.0000,3.9585
1.5258,4.6694,-1.0000,0.0000,3.9485,1.9072,4.6694,-0.8000,0.0000,3.9485
1.5308,4.6644,-1.0000,0.0000,3.9385,1.9135,4.6644,-0.8000,0.0000,3.9385
1.5358,4.6594,-1.0000,0.0000,3.9285,1.9197,4.6594,-0.8000,0.0000,3.9285
1.5408,4.6544,-1.0000,0.0000,3.9185,1.9260,4.6544,-0.8000,0.0000,3.9185
1.5458,4.6494,-1.0000,0.0000,3.9085,1.9322,4.6494,-0.8000,0.0000,3.9085
1.5508,4.6444,-1.0000,0.0000,3.8984,1.9385,4.6444,-0.8000,0.0000,3.8984
1.5558,4.6394,-1.0000,0.0000,3.8884,1.9447,4.6394,-0.8000,0.0000,3.8884
1.5608,4.6344,-1.0000,0.0000,3.8784,1.9510,4.6344,-0.8000,0.0000,3.8784
1.5658,4.6294,-1.0000,0.0000,3.8684,1.9572,4.6294,-0.8000,0.0000,3.8684
1.5708,4.6244,-1.0000,0.0000,3.8584,1.9635,4.6244,-0.8000,0.0000,3.8584
1.5758,4.6194,-1.0000,0.0000,3.8484,1.9697,4.6194,-0.8000,0.0000,3.8484
1.5808,4.6144,-1.0000,0.0000,3.8384,1.9760,4.6144,-0.8000,0.0000,3.8384
1.5858,4.6094,-1.0000,0.0000,3.8284,1.9822,4.6094,-0.8000,0.0000,3.8284
1.5908,4.6044,-1.0000,0.0000,3.8184,1.9885,4.6044,-0.8000,0.0000,3.8184
1.5958,4.5994,-1.0000,0.0000,3.8084,1.9947,4.5994,-0.8000,0.0000,3.8084
1.6008,4.5944,-1.0000,0.0000,3.7984,2.0010,4.5944,-0.8000,0.0000,3.7984
1.6058,4.5894,-1.0000,0.0000,3.7884,2.0073,4.5894,-0.8000,0.0000,3.7884
1.6108,4.5843,-1.0000,0.0000,3.7784,2.0135,4.5843,-0.8000,0.0000,3.7784
1.6158,4.5793,-1.0000,0.0000,3.7684,2.0198,4.5793,-0.8000,0.0000,3.7684
1.6208,4.5743,-1.0000,0.0000,3.7584,2.0260,4.5743,-0.8000,0.0000,3.7584
1.6258,4.5693,-1.0000,0.0000,3.7484,2.0323,4.5693,-0.8000,0.0000,3.7484
1.6308,4.5643,-1.0000,0.0000,3.7384,2.0385,4.5643,-0.8000,0.0000,3.7384
1.6358,4.5593,-1.0000,0.0000,3.7284,2.0448,4.5593,-0.8000,0.0000,3.7284
1.6408,4.5543,-1.0000,0.0000,3.7184,2.0510,4.5543,-0.8000,0.0000,3.7184
1.6458,4.5493,-1.0000,0.0000,3.7084,2.0573,4.5493,-0.8000,0.0000,3.7084
1.6508,4.5443,-1.0000,0.0000,3.6983,2.0635,4.5443,-0.8000,0.0000,3.6983
1.6558,4.5393,-1.0000,0.0000,3.6883,2.0698,4.5393,-0.8000,0.0000,3.6883
1.6608,4.5343,-1.0000,0.0000,3.6783,2.0760,4.5343,-0.8000,0.0000,3.6783
1.6658,4.5293,-1.0000,0.0000,3.6683,2.0823,4.5293,-0.8000,0.0000,3.6683
1.6708,4.5243,-1.0000,0.0000,3.6583,2.0885,4.5243,-0.8000,0.0000,3.6583
1.6758,4.5193,-1.0000,0.0000,3.6483,2.0948,4.5193,-0.8000,0.0000,3.6483
1.6808,4.5143,-1.0000,0.0000,3.6383,2.1011,4.5143,-0.8000,0.0000,3.6383
1.6858,4.5093,-1.0000,0.0000,3.6283,2.1073,4.5093,-0.8000,0.0000,3.6283
1.6908,4.5043,-1.0000,0.0000,3.6183,2.1136,4.5043,-0.8000,0.0000,3.6183
1.6958,4.4993,-1.0000,0.0000,3.6083,2.1198,4.4993,-0.8000,0.0000,3.6083
1.7009,4.4943,-1.0000,0.0000,3.5983,2.1261,4.4943,-0.8000,0.0000,3.5983
1.7059,4.4893,-1.0000,0.0000,3.5883,2.1323,4.4893,-0.8000,0.0000,3.5883
1.7109,4.4843,-1.0000,0.0000,3.5783,2.1386,4.4843,-0.8000,0.0000,3.5783
1.7159,4.4793,-1.0000,0.0000,3.5683,2.1448,4.4793,-0.8000,0.0000,3.5683
1.7209,4.4743,-1.0000,0.0000,3.5583,2.1511,4.4743,-0.8000,0.0000,3.5583
1.7259,4.4693,-1.0000,0.0000,3.5483,2.1573,4.4693,-0.8000,0.0000,3.5483
1.7309,4.4643,-1.0000,0.0000,3.5383,2.1636,4.4643,-0.8000,0.0000,3.5383
1.7359,4.4593,-1.0000,0.0000,3.5283,2.1698,4.4593,-0.8000,0.0000,3.5283
1.7409,4.4543,-1.0000,0.0000,3.5183,2.1761,4.4543,-0.8000,0.0000,3.5183
1.7459,4.4493,-1.0000,0.0000,3.5083,2.1823,4.4493,-0.8000,0.0000,3.5083
1.7509,4.4443,-1.0000,0.0000,3.4982,2.1886,4.4443,-0.8000,0.0000,3.4982
1.7559,4.4393,-1.0000,0.0000,3.4882,2.1948,4.4393,-0.8000,0.0000,3.4882
1.7609,4.4343,-1.0000,0.0000,3.4782,2.2011,4.4343,-0.8000,0.0000,3.4782
1.7659,4.4293,-1.0000,0.0000,3.4682,2.2074,4.4293,-0.8000,0.0000,3.4682
1.7709,4.4243,-1.0000,0.0000,3.4582,2.2136,4.4243,-0.8000,0.0000,3.4582
1.7759,4.4193,-1.0000,0.0000,3.4482,2.2199,4.4193,-0.8000,0.0000,3.4482
1.7809,4.4143,-1.0000,0.0000,3.4382,2.2261,4.4143,-0.8000,0.0000,3.4382
1.7859,4.4093,-1.0000,0.0000,3.4282,2.2324,4.4093,-0.8000,0.0000,3.4282
1.7909,4.4043,-1.0000,0.0000,3.4182,2.2386,4.4043,-0.8000,0.0000,3.4182
1.7959,4.3993,-1.0000,0.0000,3.4082,2.2449,4.3993,-0.8000,0.0000,3.4082
1.8009,4.3943,-1.0000,0.0000,3.3982,2.2511,4.3943,-0.8000,0.0000,3.3982
1.8059,4.3893,-1.0000,0.0000,3.3882,2.2574,4.3893,-0.8000,0.0000,3.3882
1.8109,4.3842,-1.0000,0.0000,3.3782,2.2636,4.3842,-0.8000,0.0000,3.3782
1.8159,4.3792,-1.0000,0.0000,3.3682,2.2699,4.3792,-0.8000,0.0000,3.3682
1.8209,4.3742,-1.0000,0.0000,3.3582,2.2761,4.3742,-0.8000,0.0000,3.3582
1.8259,4.3692,-1.0000,0.0000,3.3482,2.2824,4.3692,-0.8000,0.0000,3.3482
1.8309,4.3642,-1.0000,0.0000,3.3382,2.2886,4.3642,-0.8000,0.0000,3.3382
1.8359,4.3592,-1.0000,0.0000,3.3282,2.2949,4.3592,-0.8000,0.0000,3.3282
1.8409,4.3542,-1.0000,0.0000,3.3182,2.3012,4.3542,-0.8000,0.0000,3.3182
1.8459,4.3492,-1.0000,0.0000,3.3082,2.3074,4.3492,-0.8000,0.0000,3.3082
1.8509,4.3442,-1.0000,0.0000,3.2981,2.3137,4.3442,-0.8000,0.0000,3.2981
1.8559,4.3392,-1.0000,0.0000,3.2881,2.3199,4.3392,-0.8000,0.0000,3.2881
1.8609,4.3342,-1.0000,0.0000,3.2781,2.3262,4.3342,-0.8000,0.0000,3.2781
1.8659,4.3292,-1.0000,0.0000,3.2681,2.3324,4.3292,-0.8000,0.0000,3.2681
1.8709,4.3242,-1.0000,0.0000,3.2581,2.3387,4.3242,-0.8000,0.0000,3.2581
1.8759,4.3192,-1.0000,0.0000,3.2481,2.3449,4.3192,-0.8000,0.0000,3.2481
1.8809,4.3142,-1.0000,0.0000,3.2381,2.3512,4.3142,-0.8000,0.0000,3.2381
1.8859,4.3092,-1.0000,0.0000,3.2281,2.3574,4.3092,-0.8000,0.0000,3.2281
1.8909,4.3042,-1.0000,0.0000,3.2181,2.3637,4.3042,-0.8000,0.0000,3.2181
1.8959,4.2992,-1.0000,0.0000,3.2081,2.3699,4.2992,-0.8000,0.0000,3.2081
1.9010,4.2942,-1.0000,0.0000,3.1981,2.3762,4.2942,-0.8000,0.0000,3.1981
1.9060,4.2892,-1.0000,0.0000,3.1881,2.3824,4.2892,-0.8000,0.0000,3.1881
1.9110,4.2842,-1.0000,0.0000,3.1781,2.3887,4.2842,-0.8000,0.0000,3.1781
1.9160,4.2792,-1.0000,0.0000,3.1681,2.3949,4.2792,-0.8000,0.0000,3.1681
1.9210,4.2742,-1.0000,0.0000,3.1581,2.4012,4.2742,-0.8000,0.0000,3.1581
1.9260,4.2692,-1.0000,0.0000,3.1481,2.4075,4.2692,-0.8000,0.0000,3.1481
1.9310,4.2642,-1.0000,0.0000,3.1381,2.4137,4.2642,-0.8000,0.0000,3.1381
1.9360,4.2592,-1.0000,0.0000,3.1281,2.4200,4.2592,-0.8000,0.0000,3.1281
1.9410,4.2542,-1.0000,0.0000,3.1181,2.4262,4.2542,-0.8000,0.0000,3.1181
1.9460,4.2492,-1.0000,0.0000,3.1081,2.4325,4.2492,-0.8000,0.0000,3.1081
1.9510,4.2442,-1.0000,0.0000,3.0980,2.4387,4.2442,-0.8000,0.0000,3.0980
1.9560,4.2392,-1.0000,0.0000,3.0880,2.4450,4.2392,-0.8000,0.0000,3.0880
1.9610,4.2342,-1.0000,0.0000,3.0780,2.4512,4.2342,-0.8000,0.0000,3.0780
1.9660,4.2292,-1.0000,0.0000,3.0680,2.4575,4.2292,-0.8000,0.0000,3.0680
1.9710,4.2242,-1.0000,0.0000,3.0580,2.4637,4.2242,-0.8000,0.0000,3.0580
1.9760,4.2192,-1.0000,0.0000,3.0480,2.4700,4.2192,-0.8000,0.0000,3.0480
1.9810,4.2142,-1.0000,0.0000,3.0380,2.4762,4.2142,-0.8000,0.0000,3.0380
1.9860,4.2092,-1.0000,0.0000,3.0280,2.4825,4.2092,-0.8000,0.0000,3.0280
1.9910,4.2042,-1.0000,0.0000,3.0180,2.4887,4.2042,-0.8000,0.0000,3.0180
1.9960,4.1992,-1.0000,0.0000,3.0080,2.4950,4.1992,-0.8000,0.0000,3.0080
2.0010,4.1942,-1.0000,0.0000,2.9980,2.5013,4.1942,-0.8000,0.0000,2.9980
2.0060,4.1892,-1.0000,0.0000,2.9880,2.5075,4.1892,-0.8000,0.0000,2.9880
2.0110,4.1841,-1.0000,0.0000,2.9780,2.5138,4.1841,-0.8000,0.0000,2.9780
2.0160,4.1791,-1.0000,0.0000,2.9680,2.5200,4.1791,-0.8000,0.0000,2.9680
2.0210,4.1741,-1.0000,0.0000,2.9580,2.5263,4.1741,-0.8000,0.0000,2.9580
2.0260,4.1691,-1.0000,0.0000,2.9480,2.5325,4.1691,-0.8000,0.0000,2.9480
2.0310,4.1641,-1.0000,0.0000,2.9380,2.5388,4.1641,-0.8000,0.0000,2.9380
2.0360,4.1591,-1.0000,0.0000,2.9280,2.5450,4.1591,-0.8000,0.0000,2.9280
2.0410,4.1541,-1.0000,0.0000,2.9180,2.5513,4.1541,-0.8000,0.0000,2.9180
2.0460,4.1491,-1.0000,0.0000,2.9080,2.5575,4.1491,-0.8000,0.0000,2.9080
2.0510,4.1441,-1.0000,0.0000,2.8979,2.5638,4.1441,-0.8000,0.0000,2.8979
2.0560,4.1391,-1.0000,0.0000,2.8879,2.5700,4.1391,-0.8000,0.0000,2.8879
2.0610,4.1341,-1.0000,0.0000,2.8779,2.5763,4.1341,-0.8000,0.0000,2.8779
2.0660,4.1291,-1.0000,0.0000,2.8679,2.5825,4.1291,-0.8000,0.0000,2.8679
2.0710,4.1241,-1.0000,0.0000,2.8579,2.5888,4.1241,-0.8000,0.0000,2.8579
2.0760,4.1191,-1.0000,0.0000,2.8479,2.5950,4.1191,-0.8000,0.0000,2.8479
2.0810,4.1141,-1.0000,0.0000,2.8379,2.6013,4.1141,-0.8000,0.0000,2.8379
2.0860,4.1091,-1.0000,0.0000,2.8279,2.6076,4.1091,-0.8000,0.0000,2.8279
2.0910,4.1041,-1.0000,0.0000,2.8179,2.6138,4.1041,-0.8000,0.0000,2.8179
2.0960,4.0991,-1.0000,0.0000,2.8079,2.6201,4.0991,-0.8000,0.0000,2.8079
2.1011,4.0941,-1.0000,0.0000,2.7979,2.6263,4.0941,-0.8000,0.0000,2.7979
2.1061,4.0891,-1.0000,0.0000,2.7879,2.6326,4.0891,-0.8000,0.0000,2.7879
2.1111,4.0841,-1.0000,0.0000,2.7779,2.6388,4.0841,-0.8000,0.0000,2.7779
2.1161,4.0791,-1.0000,0.0000,2.7679,2.6451,4.0791,-0.8000,0.0000,2.7679
2.1211,4.0741,-1.0000,0.0000,2.7579,2.6513,4.0741,-0.8000,0.0000,2.7579
2.1261,4.0691,-1.0000,0.0000,2.7479,2.6576,4.0691,-0.8000,0.0000,2.7479
2.1311,4.0641,-1.0000,0.0000,2.7379,2.6638,4.0641,-0.8000,0.0000,2.7379
2.1361,4.0591,-1.0000,0.0000,2.7279,2.6701,4.0591,-0.8000,0.0000,2.7279
2.1411,4.0541,-1.0000,0.0000,2.7179,2.6763,4.0541,-0.8000,0.0000,2.7179
2.1461,4.0491,-1.0000,0.0000,2.7079,2.6826,4.0491,-0.8000,0.0000,2.7079
2.1511,4.0441,-1.0000,0.0000,2.6978,2.6888,4.0441,-0.8000,0.0000,2.6978
2.1561,4.0391,-1.0000,0.0000,2.6878,2.6951,4.0391,-0.8000,0.0000,2.6878
2.1611,4.0341,-1.0000,0.0000,2.6778,2.7014,4.0341,-0.8000,0.0000,2.6778
2.1661,4.0291,-1.0000,0.0000,2.6678,2.7076,4.0291,-0.8000,0.0000,2.6678
2.1711,4.0241,-1.0000,0.0000,2.6578,2.7139,4.0241,-0.8000,0.0000,2.6578
2.1761,4.0191,-1.0000,0.0000,2.6478,2.7201,4.0191,-0.8000,0.0000,2.6478
2.1811,4.0141,-1.0000,0.0000,2.6378,2.7264,4.0141,-0.8000,0.0000,2.6378
2.1861,4.0091,-1.0000,0.0000,2.6278,2.7326,4.0091,-0.8000,0.0000,2.6278
2.1911,4.0041,-1.0000,0.0000,2.6178,2.7389,4.0041,-0.8000,0.0000,2.6178
2.1961,3.9991,-1.0000,0.0000,2.6078,2.7451,3.9991,-0.8000,0.0000,2.6078
2.2011,3.9941,-1.0000,0.0000,2.5978,2.7514,3.9941,-0.8000,0.0000,2.5978
2.2061,3.9891,-1.0000,0.0000,2.5878,2.7576,3.9891,-0.8000,0.0000,2.5878
2.2111,3.9840,-1.0000,0.0000,2.5778,2.7639,3.9840,-0.8000,0.0000,2.5778
2.2161,3.9790,-1.0000,0.0000,2.5678,2.7701,3.9790,-0.8000,0.0000,2.5678
2.2211,3.9740,-1.0000,0.0000,2.5578,2.7764,3.9740,-0.8000,0.0000,2.5578
2.2261,3.9690,-1.0000,0.0000,2.5478,2.7826,3.9690,-0.8000,0.0000,2.5478
2.2311,3.9640,-1.0000,0.0000,2.5378,2.7889,3.9640,-0.8000,0.0000,2.5378
2.2361,3.9590,-1.0000,0.0000,2.5278,2.7951,3.9590,-0.8000,0.0000,2.5278
2.2411,3.9540,-1.0000,0.0000,2.5178,2.8014,3.9540,-0.8000,0.0000,2.5178
2.2461,3.9490,-1.0000,0.0000,2.5078,2.8077,3.9490,-0.8000,0.0000,2.5078
2.2511,3.9440,-1.0000,0.0000,2.4977,2.8139,3.9440,-0.8000,0.0000,2.4977
2.2561,3.9390,-1.0000,0.0000,2.4877,2.8202,3.9390,-0.8000,0.0000,2.4877
2.2611,3.9340,-1.0000,0.0000,2.4777,2.8264,3.9340,-0.8000,0.0000,2.4777
2.2661,3.9290,-1.0000,0.0000,2.4677,2.8327,3.9290,-0.8000,0.0000,2.4677
2.2711,3.9240,-1.0000,0.0000,2.4577,2.8389,3.9240,-0.8000,0.0000,2.4577
2.2761,3.9190,-1.0000,0.0000,2.4477,2.8452,3.9190,-0.8000,0.0000,2.4477
2.2811,3.9140,-1.0000,0.0000,2.4377,2.8514,3.9140,-0.8000,0.0000,2.4377
2.2861,3.9090,-1.0000,0.0000,2.4277,2.8577,3.9090,-0.8000,0.0000,2.4277
2.2911,3.9040,-1.0000,0.0000,2.4177,2.8639,3.9040,-0.8000,0.0000,2.4177
2.2961,3.8990,-1.0000,0.0000,2.4077,2.8702,3.8990,-0.8000,0.0000,2.4077
2.3012,3.8940,-1.0000,0.0000,2.3977,2.8764,3.8940,-0.8000,0.0000,2.3977
2.3062,3.8890,-1.0000,0.0000,2.3877,2.8827,3.8890,-0.8000,0.0000,2.3877
2.3112,3.8840,-1.0000,0.0000,2.3777,2.8889,3.8840,-0.8000,0.0000,2.3777
2.3162,3.8790,-1.0000,0.0000,2.3677,2.8952,3.8790,-0.8000,0.0000,2.3677
2.3212,3.8740,-1.0000,0.0000,2.3577,2.9015,3.8740,-0.8000,0.0000,2.3577
2.3262,3.8690,-1.0000,0.0000,2.3477,2.9077,3.8690,-0.8000,0.0000,2.3477
2.3312,3.8640,-1.0000,0.0000,2.3377,2.9140,3.8640,-0.8000,0.0000,2.3377
2.3362,3.8590,-1.0000,0.0000,2.3277,2.9202,3.8590,-0.8000,0.0000,2.3277
2.3412,3.8540,-1.0000,0.0000,2.3177,2.9265,3.8540,-0.8000,0.0000,2.3177
2.3462,3.8490,-1.0000,0.0000,2.3077,2.9327,3.8490,-0.8000,0.0000,2.3077
2.3512,3.8440,-1.0000,0.0000,2.2976,2.9390,3.8440,-0.8000,0.0000,2.2976
2.3562,3.8390,-1.0000,0.0000,2.2876,2.9452,3.8390,-0.8000,0.0000,2.2876
2.3612,3.8340,-1.0000,0.0000,2.2776,2.9515,3.8340,-0.8000,0.0000,2.2776
2.3662,3.8290,-1.0000,0.0000,2.2676,2.9577,3.8290,-0.8000,0.0000,2.2676
2.3712,3.8240,-1.0000,0.0000,2.2576,2.9640,3.8240,-0.8000,0.0000,2.2576
2.3762,3.8190,-1.0000,0.0000,2.2476,2.9702,3.8190,-0.8000,0.0000,2.2476
2.3812,3.8140,-1.0000,0.0000,2.2376,2.9765,3.8140,-0.8000,0.0000,2.2376
2.3862,3.8090,-1.0000,0.0000,2.2276,2.9827,3.8090,-0.8000,0.0000,2.2276
2.3912,3.8040,-1.0000,0.0000,2.2176,2.9890,3.8040,-0.8000,0.0000,2.2176
2.3962,3.7990,-1.0000,0.0000,2.2076,2.9952,3.7990,-0.8000,0.0000,2.2076
2.4012,3.7940,-1.0000,0.0000,2.1976,3.0015,3.7940,-0.8000,0.0000,2.1976
2.4062,3.7890,-1.0000,0.0000,2.1876,3.0078,3.7890,-0.8000,0.0000,2.1876
2.4112,3.7839,-1.0000,0.0000,2.1776,3.0140,3.7839,-0.8000,0.0000,2.1776
2.4162,3.7789,-1.0000,0.0000,2.1676,3.0203,3.7789,-0.8000,0.0000,2.1676
2.4212,3.7739,-1.0000,0.0000,2.1576,3.0265,3.7739,-0.8000,0.0000,2.1576
2.4262,3.7689,-1.0000,0.0000,2.1476,3.0328,3.7689,-0.8000,0.0000,2.1476
2.4312,3.7639,-1.0000,0.0000,2.1376,3.0390,3.7639,-0.8000,0.0000,2.1376
2.4362,3.7589,-1.0000,0.0000,2.1276,3.0453,3.7589,-0.8000,0.0000,2.1276
2.4412,3.7539,-1.0000,0.0000,2.1176,3.0515,3.7539,-0.8000,0.0000,2.1176
2.4462,3.7489,-1.0000,0.0000,2.1076,3.0578,3.7489,-0.8000,0.0000,2.1076
2.4512,3.7439,-1.0000,0.0000,2.0975,3.0640,3.7439,-0.8000,0.0000,2.0975
2.4562,3.7389,-1.0000,0.0000,2.0875,3.0703,3.7389,-0.8000,0.0000,2.0875
2.4612,3.7339,-1.0000,0.0000,2.0775,3.0765,3.7339,-0.8000,0.0000,2.0775
2.4662,3.7289,-1.0000,0.0000,2.0675,3.0828,3.7289,-0.8000,0.0000,2.0675
2.4712,3.7239,-1.0000,0.0000,2.0575,3.0890,3.7239,-0.8000,0.0000,2.0575
2.4762,3.7189,-1.0000,0.0000,2.0475,3.0953,3.7189,-0.8000,0.0000,2.0475
2.4812,3.7139,-1.0000,0.0000,2.0375,3.1016,3.7139,-0.8000,0.0000,2.0375
2.4862,3.7089,-1.0000,0.0000,2.0275,3.1078,3.7089,-0.8000,0.0000,2.0275
2.4912,3.7039,-1.0000,0.0000,2.0175,3.1141,3.7039,-0.8000,0.0000,2.0175
2.4962,3.6989,-1.0000,0.0000,2.0075,3.1203,3.6989,-0.8000,0.0000,2.0075
2.5013,3.6939,-1.0000,0.0000,1.9975,3.1266,3.6939,-0.8000,0.0000,1.9975
2.5063,3.6889,-1.0000,0.0000,1.9875,3.1328,3.6889,-0.8000,0.0000,1.9875
2.5113,3.6839,-1.0000,0.0000,1.9775,3.1391,3.6839,-0.8000,0.0000,1.9775
2.5163,3.6789,-1.0000,0.0000,1.9675,3.1453,3.6789,-0.8000,0.0000,1.9675
2.5213,3.6739,-1.0000,0.0000,1.9575,3.1516,3.6739,-0.8000,0.0000,1.9575
2.5263,3.6689,-1.0000,0.0000,1.9475,3.1578,3.6689,-0.8000,0.0000,1.9475
2.5313,3.6639,-1.0000,0.0000,1.9375,3.1641,3.6639,-0.8000,0.0000,1.9375
2.5363,3.6589,-1.0000,0.0000,1.9275,3.1703,3.6589,-0.8000,0.0000,1.9275
2.5413,3.6539,-1.0000,0.0000,1.9175,3.1766,3.6539,-0.8000,0.0000,1.9175
2.5463,3.6489,-1.0000,0.0000,1.9075,3.1828,3.6489,-0.8000,0.0000,1.9075
2.5513,3.6439,-1.0000,0.0000,1.8974,3.1891,3.6439,-0.8000,0.0000,1.8974
2.5563,3.6389,-1.0000,0.0000,1.8874,3.1953,3.6389,-0.8000,0.0000,1.8874
2.5613,3.6339,-1.0000,0.0000,1.8774,3.2016,3.6339,-0.8000,0.0000,1.8774
2.5663,3.6289,-1.0000,0.0000,1.8674,3.2079,3.6289,-0.8000,0.0000,1.8674
2.5713,3.6239,-1.0000,0.0000,1.8574,3.2141,3.6239,-0.8000,0.0000,1.8574
2.5763,3.6189,-1.0000,0.0000,1.8474,3.2204,3.6189,-0.8000,0.0000,1.8474
2.5813,3.6139,-1.0000,0.0000,1.8374,3.2266,3.6139,-0.8000,0.0000,1.8374
2.5863,3.6089,-1.0000,0.0000,1.8274,3.2329,3.6089,-0.8000,0.0000,1.8274
2.5913,3.6039,-1.0000,0.0000,1.8174,3.2391,3.6039,-0.8000,0.0000,1.8174
2.5963,3.5989,-1.0000,0.0000,1.8074,3.2454,3.5989,-0.8000,0.0000,1.8074
2.6013,3.5939,-1.0000,0.0000,1.7974,3.2516,3.5939,-0.8000,0.0000,1.7974
2.6063,3.5889,-1.0000,0.0000,1.7874,3.2579,3.5889,-0.8000,0.0000,1.7874
2.6113,3.5838,-1.0000,0.0000,1.7774,3.2641,3.5838,-0.8000,0.0000,1.7774
2.6163,3.5788,-1.0000,0.0000,1.7674,3.2704,3.5788,-0.8000,0.0000,1.7674
2.6213,3.5738,-1.0000,0.0000,1.7574,3.2766,3.5738,-0.8000,0.0000,1.7574
2.6263,3.5688,-1.0000,0.0000,1.7474,3.2829,3.5688,-0.8000,0.0000,1.7474
2.6313,3.5638,-1.0000,0.0000,1.7374,3.2891,3.5638,-0.8000,0.0000,1.7374
2.6363,3.5588,-1.0000,0.0000,1.7274,3.2954,3.5588,-0.8000,0.0000,1.7274
2.6413,3.5538,-1.0000,0.0000,1.7174,3.3017,3.5538,-0.8000,0.0000,1.7174
2.6463,3.5488,-1.0000,0.0000,1.7074,3.3079,3.5488,-0.8000,0.0000,1.7074
2.6513,3.5438,-1.0000,0.0000,1.6973,3.3142,3.5438,-0.8000,0.0000,1.6973
2.6563,3.5388,-1.0000,0.0000,1.6873,3.3204,3.5388,-0.8000,0.0000,1.6873
2.6613,3.5338,-1.0000,0.0000,1.6773,3.3267,3.5338,-0.8000,0.0000,1.6773
2.6663,3.5288,-1.0000,0.0000,1.6673,3.3329,3.5288,-0.8000,0.0000,1.6673
